iter	MAE
311	27.5002303
312	27.47792678
313	27.43119001
314	27.41520302
315	27.38119732
316	27.3399951
317	27.32837118
318	27.31255169
319	27.28988422
320	27.26547845
321	27.19874531
322	27.11919495
323	27.08803577
324	27.05687138
325	27.03930387
326	26.90036683
327	26.85953215
328	26.8307872
329	26.82018518
330	26.70953331
331	26.69659846
332	26.67749544
333	26.62423386
334	26.60825063
335	26.58905289
336	26.42098665
337	26.40172712
338	26.39650961
339	26.38836959
340	26.37043717
341	26.33653599
342	26.30336408
343	26.26186764
344	26.10546964
345	26.0613551
346	25.95064625
347	25.83145695
348	25.81408057
349	25.74458676
350	25.73336471
351	25.71983776
352	25.70376874
353	25.69701785
354	25.67739365
355	25.63272392
356	25.62454184
357	25.60534982
358	25.54471514
359	25.42649818
360	25.37773171
361	25.36872498
362	25.30539531
363	25.27242818
364	25.24366335
365	25.16191028
366	25.14169736
367	25.10799041
368	25.09739451
369	25.07530772
370	25.02880813
371	24.94437532
372	24.91547317
373	24.90132429
374	24.89405666
375	24.86246064
376	24.78112104
377	24.5836494
378	24.48043612
379	24.37754724
380	24.36828988
381	24.32601941
382	24.30795318
383	24.29288759
384	24.27758381
385	24.26684217
386	24.2434058
387	24.20455756
388	24.1879865
389	24.18050206
390	24.14274109
391	24.07565187
392	24.06909289
393	24.04164898
394	23.9893451
395	23.98132062
396	23.97376309
397	23.95600023
398	23.89330791
399	23.85599163
400	23.83137588
401	23.79839891
402	23.74458407
403	23.70601183
404	23.68874719
405	23.65874733
406	23.64608746
407	23.63324167
408	23.60209312
409	23.50794131
410	23.45363935
411	23.41181167
412	23.39299107
413	23.30638169
414	23.30026975
415	23.22938967
416	23.22400087
417	23.20522579
418	23.14030492
419	23.12457844
420	23.1218997
421	23.11050422
422	23.04688581
423	23.04095641
424	23.03068627
425	22.98813148
426	22.95258516
427	22.92382323
428	22.85702001
429	22.83384075
430	22.82559005
431	22.79327093
432	22.77721258
433	22.73849556
434	22.72430449
435	22.68725816
436	22.66896939
437	22.66109269
438	22.65130341
439	22.63924002
440	22.62961297
441	22.59916797
442	22.5834222
443	22.5780471
444	22.4962711
445	22.43646753
446	22.4163668
447	22.38357912
448	22.3726492
449	22.3104564
450	22.26133148
451	22.25216709
452	22.2413049
453	22.23371416
454	22.22912311
455	22.21559402
456	22.21300063
457	22.15591643
458	22.10620347
459	22.10044307
460	22.09638269
461	22.08087663
462	22.07158796
463	22.0650152
464	22.04636462
465	22.01340005
466	22.00665792
467	21.9449821
468	21.9217943
469	21.81858435
470	21.81608869
471	21.8063258
472	21.73203321
473	21.6826556
474	21.66629457
475	21.56585765
476	21.49201176
477	21.47007138
478	21.44849458
479	21.43983755
480	21.41465607
481	21.40378241
482	21.38097551
483	21.36913914
484	21.27389709
485	21.26088914
486	21.22032227
487	21.17830737
488	21.17231454
489	21.10302203
490	21.08516381
491	21.07555834
492	21.05699517
493	21.04400561
494	21.02590449
495	21.02027871
496	21.00833749
497	20.98706027
498	20.97300777
499	20.96999458
500	20.96170587
501	20.94947059
502	20.93806627
503	20.90619273
504	20.87666019
505	20.83104398
506	20.81690798
507	20.80371676
508	20.78800121
509	20.74972253
510	20.7440711
511	20.7037665
512	20.69908501
513	20.68429994
514	20.68174763
515	20.64968949
516	20.64592783
517	20.62628351
518	20.62059578
519	20.61126601
520	20.60503255
521	20.60070413
522	20.5911408
523	20.5858205
524	20.55128577
525	20.53803635
526	20.49030519
527	20.47820672
528	20.47043542
529	20.44628177
530	20.41497389
531	20.4050986
532	20.39367617
533	20.38141174
534	20.37199866
535	20.34504478
536	20.34148996
537	20.33857924
538	20.3366622
539	20.30177759
540	20.29466502
541	20.27615403
542	20.20617908
543	20.19820084
544	20.1947358
545	20.18438563
546	20.16285823
547	20.1536925
548	20.14851858
549	20.12781179
550	20.12247442
551	20.12108348
552	20.11699264
553	20.1033524
554	20.10077629
555	20.07218939
556	20.06311067
557	20.05512936
558	20.0271456
559	20.01772828
560	19.99744483
561	19.98606697
562	19.98464321
563	19.97434998
564	19.95796785
565	19.92237134
566	19.89834611
567	19.89204676
568	19.87230425
569	19.82440898
570	19.81296018
571	19.80092224
572	19.77183507
573	19.7562368
574	19.75329784
575	19.74474853
576	19.73024842
577	19.66852172
578	19.65887709
579	19.65336005
580	19.65073148
581	19.58478316
582	19.51756567
583	19.49212421
584	19.47553236
585	19.40952261
586	19.40341881
587	19.39342563
588	19.38612158
589	19.38246446
590	19.3776564
591	19.35908397
592	19.34294744
593	19.31028032
594	19.27426885
595	19.26782942
596	19.25692652
597	19.24266984
598	19.2047027
599	19.1943646
600	19.18504867
601	19.18148536
602	19.15398619
603	19.14988229
604	19.14076206
605	19.1188979
606	19.11762808
607	19.11126895
608	19.09686883
609	19.08434454
610	19.08042443
611	19.07697791
612	19.07042268
613	19.02455484
614	19.01896118
615	19.01631968
616	18.99696587
617	18.99355451
618	18.9910405
619	18.98540372
620	18.98249684
621	18.97268206
622	18.97054779
623	18.95977931
624	18.95628064
625	18.93510933
626	18.9272732
627	18.92611823
628	18.88106932
629	18.86272176
630	18.82136089
631	18.7394637
632	18.72441607
633	18.71121539
634	18.70670411
635	18.70136362
636	18.69226858
637	18.6900347
638	18.64871116
639	18.64431995
640	18.63364016
641	18.63221137
642	18.62839164
643	18.57715134
644	18.57170448
645	18.56830828
646	18.48807856
647	18.4865308
648	18.48356057
649	18.46847477
650	18.46307773
651	18.4537268
652	18.43766363
653	18.40744989
654	18.40525886
655	18.3568032
656	18.34138939
657	18.3389395
658	18.32145602
659	18.31583845
660	18.31467178
661	18.31106837
662	18.30469744
663	18.30105972
664	18.2995421
665	18.2929424
666	18.28924838
667	18.28594733
668	18.28476702
669	18.28255163
670	18.26487791
671	18.26314862
672	18.25834312
673	18.21389913
674	18.20069448
675	18.19797833
676	18.18203166
677	18.17857584
678	18.15149362
679	18.1506547
680	18.14042063
681	18.11875355
682	18.10678518
683	18.09432322
684	18.09214292
685	18.08076025
686	18.06450946
687	18.05553281
688	18.05022278
689	18.04883232
690	18.04384736
691	18.02725821
692	18.00718104
693	18.00223799
694	17.99923906
695	17.99608219
696	17.99070272
697	17.98032798
698	17.9774546
699	17.97266882
700	17.97054734
701	17.96831838
702	17.95345246
703	17.95079907
704	17.94630218
705	17.93673965
706	17.88481781
707	17.8813886
708	17.87265867
709	17.86988051
710	17.86637701
711	17.86358648
712	17.85744234
713	17.85245086
714	17.85111665
715	17.85012122
716	17.83739704
717	17.83618595
718	17.80108325
719	17.79835156
720	17.79307619
721	17.76715452
722	17.7616826
723	17.75383562
724	17.74063998
725	17.70823164
726	17.7039953
727	17.70040479
728	17.69801721
729	17.69534442
730	17.67969385
731	17.66377905
732	17.6527971
733	17.64747267
734	17.60591709
735	17.59902678
736	17.59831581
737	17.59574365
738	17.5923203
739	17.54350326
740	17.54206324
741	17.5387353
742	17.53665108
743	17.53595556
744	17.53027035
745	17.52498489
746	17.51442514
747	17.5037462
748	17.50012348
749	17.49925039
750	17.48334126
751	17.48225243
752	17.4489582
753	17.4455275
754	17.44157621
755	17.43711483
756	17.42777636
757	17.41905847
758	17.41709753
759	17.40918082
760	17.40620596
761	17.40568755
762	17.40442928
763	17.40059657
764	17.39606088
765	17.39328755
766	17.38846374
767	17.37422719
768	17.34133193
769	17.33602037
770	17.33285975
771	17.32551757
772	17.32319339
773	17.31811366
774	17.30620063
775	17.30406775
776	17.30118632
777	17.30032869
778	17.29613753
779	17.29249715
780	17.28846347
781	17.28100248
782	17.27927882
783	17.27822167
784	17.27436179
785	17.27336999
786	17.25408733
787	17.22639331
788	17.22307304
789	17.17743338
790	17.17297459
791	17.16837661
792	17.16594279
793	17.16470782
794	17.16287088
795	17.16131627
796	17.15985026
797	17.14791907
798	17.14409065
799	17.14301839
800	17.12855834
801	17.12585313
802	17.12541099
803	17.12406397
804	17.12058599
805	17.11278053
806	17.10821656
807	17.10237696
808	17.08514569
809	17.08094495
810	17.07470032
811	17.06892968
812	16.97717265
813	16.95522481
814	16.95199419
815	16.94227034
816	16.94066821
817	16.93547274
818	16.91519032
819	16.90257858
820	16.89783125
821	16.89526726
822	16.88008203
823	16.87126673
824	16.87078576
825	16.86380244
826	16.84876076
827	16.82983129
828	16.82471057
829	16.82311214
830	16.81675195
831	16.81464058
832	16.81094645
833	16.80893208
834	16.80503063
835	16.80077559
836	16.79718896
837	16.75067013
838	16.74927899
839	16.728602
840	16.72755366
841	16.72379346
842	16.72098799
843	16.7204251
844	16.71822511
845	16.71559273
846	16.64280949
847	16.64093231
848	16.53436893
849	16.52902623
850	16.4961171
851	16.48592028
852	16.46891452
853	16.46727419
854	16.46379027
855	16.44466443
856	16.44280555
857	16.42584152
858	16.4215923
859	16.4203994
860	16.4167789
861	16.41398386
862	16.37578971
863	16.37421292
864	16.36486301
865	16.36005173
866	16.3496201
867	16.34372172
868	16.28255234
869	16.25604797
870	16.22841355
871	16.22455366
872	16.22016951
873	16.15441186
874	16.1511501
875	16.1505915
876	16.14386705
877	16.13230067
878	16.12389859
879	16.12111868
880	16.11962447
881	16.1112658
882	16.10521477
883	16.09904808
884	16.0911174
885	16.09001478
886	16.00150915
887	15.99282731
888	15.98536284
889	15.98086288
890	15.97532927
891	15.9744525
892	15.96163703
893	15.95897769
894	15.95646905
895	15.95457312
896	15.95323283
897	15.95142954
898	15.92748882
899	15.91528166
900	15.91071724
901	15.90807163
902	15.88537092
903	15.88100734
904	15.87840468
905	15.86239141
906	15.8610158
907	15.82491681
908	15.82259894
909	15.8092013
910	15.79819182
911	15.79334507
912	15.79083584
913	15.78847588
914	15.78787191
915	15.78492842
916	15.78413951
917	15.78265189
918	15.77736433
919	15.77643915
920	15.77181511
921	15.77052963
922	15.74305181
923	15.72224399
924	15.72080616
925	15.71967935
926	15.7166569
927	15.69419366
928	15.68836253
929	15.67714866
930	15.67515898
931	15.67079497
932	15.6674464
933	15.66523114
934	15.65793063
935	15.65634159
936	15.65039338
937	15.64680428
938	15.61362546
939	15.61188741
940	15.60470941
941	15.60115555
942	15.59326964
943	15.59201951
944	15.58498663
945	15.57943387
946	15.49059643
947	15.48828045
948	15.4872477
949	15.4792204
950	15.47842378
951	15.45912276
952	15.4573134
953	15.45487549
954	15.45313031
955	15.45069427
956	15.44984129
957	15.44825926
958	15.40585465
959	15.37460001
960	15.37384051
961	15.37000292
962	15.36794857
963	15.36600172
964	15.36513703
965	15.36314277
966	15.36124943
967	15.35866404
968	15.3581275
969	15.3558101
970	15.35508076
971	15.35074328
972	15.34448918
973	15.33808786
974	15.32978479
975	15.32631386
976	15.31984583
977	15.31879488
978	15.31615179
979	15.31488364
980	15.31141259
981	15.30956397
982	15.30411779
983	15.30230172
984	15.3009684
985	15.29246226
986	15.27476978
987	15.27372032
988	15.26459741
989	15.26284286
990	15.25389528
991	15.25191406
992	15.24571256
993	15.24525223
994	15.24213438
995	15.24080498
996	15.24015905
997	15.23132441
998	15.22713923
999	15.22655893
1000	15.2244387
1001	15.22291448
1002	15.20300892
1003	15.19577241
1004	15.19210319
1005	15.17852682
1006	15.17604532
1007	15.17483808
1008	15.17440184
1009	15.16620235
1010	15.16387192
1011	15.15542141
1012	15.15489839
1013	15.15045863
1014	15.1494972
1015	15.14615457
1016	15.14527574
1017	15.13844943
1018	15.13625248
1019	15.13567531
1020	15.11819706
1021	15.11329588
1022	15.09100038
1023	15.08894562
1024	15.08463122
1025	15.07970764
1026	15.04822522
1027	15.03967786
1028	15.0394718
1029	15.03647908
1030	15.03364979
1031	15.03332616
1032	15.03269906
1033	15.0301614
1034	15.02953984
1035	15.02191222
1036	14.9940867
1037	14.99245809
1038	14.99139917
1039	14.9856759
1040	14.98418193
1041	14.98051467
1042	14.9778721
1043	14.96738843
1044	14.94061214
1045	14.93880503
1046	14.92717884
1047	14.92669796
1048	14.92497363
1049	14.92451152
1050	14.9238381
1051	14.91433504
1052	14.9130739
1053	14.8964247
1054	14.8938539
1055	14.89234613
1056	14.88328564
1057	14.88212537
1058	14.86840908
1059	14.86711026
1060	14.86422669
1061	14.86083203
1062	14.86009899
1063	14.84805918
1064	14.84574517
1065	14.84035224
1066	14.83909322
1067	14.83745411
1068	14.82931319
1069	14.78290335
1070	14.77940056
1071	14.77298275
1072	14.77041168
1073	14.76472264
1074	14.76317095
1075	14.75995721
1076	14.7585418
1077	14.75790973
1078	14.74985167
1079	14.74922956
1080	14.74774096
1081	14.74571073
1082	14.7327009
1083	14.70918963
1084	14.69925325
1085	14.6963349
1086	14.65071801
1087	14.64989311
1088	14.64511645
1089	14.63616259
1090	14.63174748
1091	14.62762405
1092	14.5878447
1093	14.58679612
1094	14.58612094
1095	14.58333715
1096	14.58281388
1097	14.56622052
1098	14.54675423
1099	14.54642426
1100	14.53997013
1101	14.53168567
1102	14.53045396
1103	14.51656434
1104	14.51593584
1105	14.51462024
1106	14.51097323
1107	14.50941377
1108	14.50402124
1109	14.50336601
1110	14.50198354
1111	14.49072597
1112	14.4896385
1113	14.48649617
1114	14.4841482
1115	14.48372225
1116	14.4817915
1117	14.48089696
1118	14.40558428
1119	14.40116684
1120	14.40061736
1121	14.39712555
1122	14.37040724
1123	14.36921822
1124	14.31935478
1125	14.29384002
1126	14.28962689
1127	14.28879629
1128	14.26676621
1129	14.26634217
1130	14.25980313
1131	14.25952703
1132	14.21831583
1133	14.21391934
1134	14.19562817
1135	14.19258754
1136	14.19149419
1137	14.17786715
1138	14.16924305
1139	14.16784995
1140	14.16665112
1141	14.06194334
1142	14.01905709
1143	14.01506554
1144	14.01493899
1145	14.01374651
1146	13.98710255
1147	13.98298712
1148	13.97821285
1149	13.97787355
1150	13.96844031
1151	13.96606911
1152	13.96290597
1153	13.95696519
1154	13.95450627
1155	13.95330929
1156	13.94910655
1157	13.947988
1158	13.93573268
1159	13.93513793
1160	13.93311514
1161	13.92159639
1162	13.91898348
1163	13.91371503
1164	13.91093355
1165	13.90812575
1166	13.90202521
1167	13.90143202
1168	13.89924172
1169	13.82083505
1170	13.78133158
1171	13.78031063
1172	13.77969488
1173	13.77540102
1174	13.77290854
1175	13.77211843
1176	13.7712483
1177	13.76818889
1178	13.76795647
1179	13.76764803
1180	13.76627846
1181	13.76488725
1182	13.76327671
1183	13.75936882
1184	13.75908583
1185	13.75822526
1186	13.75611299
1187	13.75539302
1188	13.75356075
1189	13.75193076
1190	13.75144458
1191	13.7442558
1192	13.73049091
1193	13.73018143
1194	13.71778364
1195	13.71686876
1196	13.71433729
1197	13.71235373
1198	13.71163184
1199	13.70498364
1200	13.70378409
1201	13.69845021
1202	13.69394739
1203	13.69155393
1204	13.69103806
1205	13.6723551
1206	13.67106833
1207	13.67024094
1208	13.66970873
1209	13.66932774
1210	13.66582327
1211	13.66194993
1212	13.62945648
1213	13.62773263
1214	13.59532459
1215	13.59519362
1216	13.5757368
1217	13.57498119
1218	13.57319016
1219	13.56981817
1220	13.54821527
1221	13.54543251
1222	13.49629411
1223	13.4959761
1224	13.49128542
1225	13.4796866
1226	13.47236782
1227	13.46846513
1228	13.46677443
1229	13.46620433
1230	13.46173767
1231	13.46019719
1232	13.44613862
1233	13.44584813
1234	13.42396818
1235	13.42223334
1236	13.41511664
1237	13.40016301
1238	13.39793411
1239	13.39614232
1240	13.39169793
1241	13.38987589
1242	13.38745352
1243	13.38341776
1244	13.33442903
1245	13.28727658
1246	13.28511899
1247	13.28158419
1248	13.28067079
1249	13.27412724
1250	13.27043936
1251	13.26805676
1252	13.26640661
1253	13.26623189
1254	13.25394523
1255	13.25140941
1256	13.249734
1257	13.24758558
1258	13.24725054
1259	13.24554521
1260	13.24513068
1261	13.16302078
1262	13.1489957
1263	13.14771817
1264	13.14180766
1265	13.13835721
1266	13.13695241
1267	13.07951417
1268	13.06394224
1269	13.06237051
1270	13.05960721
1271	13.05824453
1272	13.04454405
1273	13.04199137
1274	13.03878841
1275	13.0365772
1276	13.03478156
1277	13.03438765
1278	13.03164479
1279	13.03042495
1280	13.02979871
1281	13.02500003
1282	13.0243151
1283	13.01501217
1284	13.01394789
1285	13.01346137
1286	13.01074531
1287	13.00935097
1288	13.00891197
1289	13.00836889
1290	13.00302029
1291	12.99472325
1292	12.99415505
1293	12.99281139
1294	12.99266579
1295	12.98334081
1296	12.978659
1297	12.97571318
1298	12.97495841
1299	12.84825041
1300	12.78765301
1301	12.78603819
1302	12.77210986
1303	12.75475282
1304	12.75251788
1305	12.75130604
1306	12.75035198
1307	12.73921052
1308	12.73814891
1309	12.73722751
1310	12.73624295
1311	12.73504798
1312	12.73332939
1313	12.71296194
1314	12.71193426
1315	12.71006064
1316	12.7083721
1317	12.70716604
1318	12.70665122
1319	12.70396728
1320	12.69116433
1321	12.68912633
1322	12.68840268
1323	12.68729721
1324	12.68649043
1325	12.68599886
1326	12.68445554
1327	12.68383542
1328	12.68165387
1329	12.67944537
1330	12.6724155
1331	12.66824223
1332	12.66728867
1333	12.66541832
1334	12.6635931
1335	12.66327058
1336	12.6427531
1337	12.64249974
1338	12.64131448
1339	12.64013759
1340	12.63876819
1341	12.63646502
1342	12.62625774
1343	12.61872165
1344	12.61708199
1345	12.61479776
1346	12.613365
1347	12.57943552
1348	12.57871994
1349	12.57790945
1350	12.5332048
1351	12.52657036
1352	12.41168431
1353	12.41104116
1354	12.40944208
1355	12.40509622
1356	12.36083129
1357	12.35930193
1358	12.3588599
1359	12.35801619
1360	12.35522493
1361	12.35449323
1362	12.3543176
1363	12.35133607
1364	12.23075453
1365	12.22947131
1366	12.19644641
1367	12.19587792
1368	12.1941678
1369	12.19392132
1370	12.19225725
1371	12.1757325
1372	12.17243133
1373	12.1706845
1374	12.16987074
1375	12.1682221
1376	12.16528097
1377	12.15639902
1378	12.13696966
1379	12.13636129
1380	12.13571145
1381	12.1355216
1382	12.13485797
1383	12.13420421
1384	12.13390293
1385	12.13283691
1386	12.1321558
1387	12.10542229
1388	12.10491326
1389	12.10292266
1390	12.09850276
1391	12.08748617
1392	12.08723541
1393	12.07535384
1394	12.0727511
1395	12.07242095
1396	12.07160959
1397	12.07091689
1398	12.06983317
1399	12.06944248
1400	12.05966171
1401	12.05880908
1402	12.04534095
1403	12.04493199
1404	12.04372031
1405	12.04166448
1406	12.04140254
1407	12.04072856
1408	12.03815595
1409	12.037259
1410	12.02593099
1411	12.02529388
1412	12.02496148
1413	11.95756842
1414	11.95672277
1415	11.95279461
1416	11.91260684
1417	11.91238651
1418	11.91198498
1419	11.90138182
1420	11.89831283
1421	11.89762665
1422	11.897335
1423	11.89421755
1424	11.89033948
1425	11.89003735
1426	11.8880892
1427	11.88798479
1428	11.88746671
1429	11.88318678
1430	11.8756763
1431	11.874468
1432	11.87356493
1433	11.87245645
1434	11.87218554
1435	11.87075587
1436	11.86894927
1437	11.8687027
1438	11.86826523
1439	11.86678859
1440	11.86643849
1441	11.86617786
1442	11.86236247
1443	11.86191332
1444	11.86140686
1445	11.86065093
1446	11.85799041
1447	11.85655955
1448	11.85462929
1449	11.84932475
1450	11.84900805
1451	11.84834219
1452	11.84804746
1453	11.81538573
1454	11.81516925
1455	11.81439118
1456	11.81236571
1457	11.81190792
1458	11.80972063
1459	11.80549348
1460	11.80380293
1461	11.77813994
1462	11.77802784
1463	11.77735522
1464	11.77535957
1465	11.77480997
1466	11.77473977
1467	11.77227332
1468	11.77091157
1469	11.76854349
1470	11.76786868
1471	11.76631814
1472	11.76526169
1473	11.76464686
1474	11.76366354
1475	11.76301518
1476	11.75824936
1477	11.7565868
1478	11.75519854
1479	11.75186784
1480	11.75102971
1481	11.75074428
1482	11.7499196
1483	11.74657257
1484	11.71077519
1485	11.70985345
1486	11.70964805
1487	11.70905713
1488	11.69933396
1489	11.69886906
1490	11.69770913
1491	11.67756627
1492	11.64375045
1493	11.64360555
1494	11.6435535
1495	11.63875444
1496	11.63721263
1497	11.63451064
1498	11.63385417
1499	11.63182684
1500	11.63074499
1501	11.62891021
1502	11.62843252
1503	11.62079159
1504	11.6104228
1505	11.61027717
1506	11.60222691
1507	11.59982706
1508	11.59948643
1509	11.57465888
1510	11.57431392
1511	11.57410203
1512	11.57285838
1513	11.57129815
1514	11.57118347
1515	11.56918841
1516	11.56807737
1517	11.5675252
1518	11.56736035
1519	11.56609602
1520	11.56577686
1521	11.56390908
1522	11.56287984
1523	11.56241068
1524	11.52452431
1525	11.51187978
1526	11.51115177
1527	11.4849842
1528	11.48332083
1529	11.48075734
1530	11.47310864
1531	11.47165622
1532	11.47040974
1533	11.4698553
1534	11.46874492
1535	11.46341057
1536	11.46311791
1537	11.46222141
1538	11.46198648
1539	11.45959837
1540	11.45831305
1541	11.45775209
1542	11.45654989
1543	11.45625034
1544	11.45506151
1545	11.45024997
1546	11.45003231
1547	11.44860106
1548	11.44635278
1549	11.44442421
1550	11.44225394
1551	11.44174649
1552	11.43568177
1553	11.43333817
1554	11.43293655
1555	11.42614499
1556	11.4256532
1557	11.42493801
1558	11.42124018
1559	11.42092726
1560	11.42053908
1561	11.29103081
1562	11.29027636
1563	11.28902781
1564	11.26820489
1565	11.26787211
1566	11.26745945
1567	11.26659967
1568	11.26574719
1569	11.2654752
1570	11.24136597
1571	11.24126103
1572	11.24079663
1573	11.23930685
1574	11.23484529
1575	11.22494438
1576	11.22441931
1577	11.22378033
1578	11.22313982
1579	11.22264886
1580	11.22253211
1581	11.20254311
1582	11.20232937
1583	11.1984579
1584	11.19045501
1585	11.1901473
1586	11.18802583
1587	11.18780131
1588	11.18235469
1589	11.15825503
1590	11.15380062
1591	11.15309039
1592	11.14973559
1593	11.14918039
1594	11.14602716
1595	11.14506406
1596	11.14483393
1597	11.14474428
1598	11.1443131
1599	11.13983452
1600	11.13907232
1601	11.13225605
1602	11.10847636
1603	11.10802089
1604	11.10578826
1605	11.10524704
1606	11.10437825
1607	11.1039881
1608	11.10370519
1609	11.08085735
1610	11.07982582
1611	11.0756643
1612	11.07177116
1613	11.07128445
1614	11.0601769
1615	11.0572806
1616	11.05446105
1617	11.05419985
1618	11.04313587
1619	11.04260018
1620	11.04146595
1621	11.03769727
1622	11.03618808
1623	11.03309444
1624	11.01853889
1625	11.01848643
1626	11.01807724
1627	11.01670455
1628	11.01617592
1629	11.0152418
1630	11.0150945
1631	10.94985966
1632	10.94821091
1633	10.94759776
1634	10.94719158
1635	10.92499348
1636	10.9235817
1637	10.91112772
1638	10.90806866
1639	10.90788121
1640	10.90404709
1641	10.89298109
1642	10.88707136
1643	10.88666244
1644	10.88322274
1645	10.88305993
1646	10.88244875
1647	10.88113097
1648	10.88041502
1649	10.8727698
1650	10.86868739
1651	10.85831805
1652	10.85789415
1653	10.85739685
1654	10.85703412
1655	10.85653831
1656	10.85564954
1657	10.85513816
1658	10.85441243
1659	10.85401086
1660	10.85315069
1661	10.85021086
1662	10.84752804
1663	10.8414058
1664	10.83852057
1665	10.83840319
